Name;Creator;Sub-formation;Sweeper;Defender;Defensive Midfielder;Midfielder;Attacking Midfielder;Forward;;WW / NWW;Games Played;Games Won;Games Drawn;Games Lost;For;Against;Games Won;Games Drawn;Games Lost;For;Against;Points;Goal Difference;Seasons;Avg Goals;Avg Conceded;Avg GD;Avg Points
example_tactics;;;;;;;;;;;1560;535;142;103;1797;873;266;173;341;1061;1149;2718;836;60;47.63;33.70;13.93;45.30
